,business_id,name,city,categories,review_id,user_id,stars
10251,Di5ApLgoQpcv5Aew82fI_A,"""The Rendezvous""",Edinburgh,Restaurants;Cantonese;Chinese,MK_LklrUFW6se0oAuWDyDg,7vJT5yNQwoz3AGDzYdj1cA,4
10254,Di5ApLgoQpcv5Aew82fI_A,"""The Rendezvous""",Edinburgh,Restaurants;Cantonese;Chinese,bYAaTCjYZwGfjp7ptnaeUg,XqqmYmSIFX_TJZ6A2KOOig,4
10257,Di5ApLgoQpcv5Aew82fI_A,"""The Rendezvous""",Edinburgh,Restaurants;Cantonese;Chinese,z_PgBDyGvsNfNb6g5i7oMA,Dqji5fRROkLc3eNMMQOI_Q,4
10762,OvbLKXkJCg8ZMHX9L5faIA,"""Bread Meats Bread""",Edinburgh,Burgers;Restaurants,oLd6burDABXk03pcDP9sDw,GoJPBrs_xZmLiYPZrrzOkA,3
10763,OvbLKXkJCg8ZMHX9L5faIA,"""Bread Meats Bread""",Edinburgh,Burgers;Restaurants,-LqpNg2Smdwihfz4Huay3w,eFqg1qaOBHq_Od6fRlMcWA,5
10765,OvbLKXkJCg8ZMHX9L5faIA,"""Bread Meats Bread""",Edinburgh,Burgers;Restaurants,tFugv-1HAw0sUhLx033dFg,4fYVFlntFi0YIFiYhEaQXQ,4
10767,OvbLKXkJCg8ZMHX9L5faIA,"""Bread Meats Bread""",Edinburgh,Burgers;Restaurants,PQQIuC-05shBx9sAh5c_9A,Z_xbO-Iaxbx-ZRPhLJK-Ew,5
10768,OvbLKXkJCg8ZMHX9L5faIA,"""Bread Meats Bread""",Edinburgh,Burgers;Restaurants,eyLohNxzpEhbEOnPFUUNrA,cWzxqo5K69bI-xfWU1oEvA,4
10771,OvbLKXkJCg8ZMHX9L5faIA,"""Bread Meats Bread""",Edinburgh,Burgers;Restaurants,mdKjW1qJgDPQWpkwHg2_VA,mzPMerkS6fpKyMFOcsvKyQ,5
10773,OvbLKXkJCg8ZMHX9L5faIA,"""Bread Meats Bread""",Edinburgh,Burgers;Restaurants,g1vyym1nzWRYrzNr1dIY6Q,brpOnxaRsg56LK7OverL0A,2
10779,OvbLKXkJCg8ZMHX9L5faIA,"""Bread Meats Bread""",Edinburgh,Burgers;Restaurants,PnJXqxDZmbnTqlX4FkMjyw,BpKuNkYgAuisCNZlSzfUAQ,5
10780,OvbLKXkJCg8ZMHX9L5faIA,"""Bread Meats Bread""",Edinburgh,Burgers;Restaurants,f7oHOUUki_GwdiGEvCTfDg,BcvtWhc5-1S_Dr0A3Esimg,5
10782,OvbLKXkJCg8ZMHX9L5faIA,"""Bread Meats Bread""",Edinburgh,Burgers;Restaurants,NvZd9d-Du-MyxM03t63Ybg,eBVFtdxqTGdogezZ98HUsQ,4
10783,OvbLKXkJCg8ZMHX9L5faIA,"""Bread Meats Bread""",Edinburgh,Burgers;Restaurants,XtFc6qzSZkxRAjCekuIRFg,9y8q3wSNJKkk3zDj67w1WA,4
10785,OvbLKXkJCg8ZMHX9L5faIA,"""Bread Meats Bread""",Edinburgh,Burgers;Restaurants,aAW95oz5lFCeoobp881SqA,jY-M01vatSmfy-mK_g0h9A,5
10786,OvbLKXkJCg8ZMHX9L5faIA,"""Bread Meats Bread""",Edinburgh,Burgers;Restaurants,zWMvBqJdVohjo5CKXng42Q,ThHJVG58S2pqc8vJU4fDkA,5
10787,OvbLKXkJCg8ZMHX9L5faIA,"""Bread Meats Bread""",Edinburgh,Burgers;Restaurants,E7d0-vM2WKAmeM9AX0rtrg,txzOZrHK9EVY0kYjSuXkKg,3
11150,T2jfXhvQPk9wLdt1OVV-Kg,"""Rose Street Brewery""",Edinburgh,Pubs;Whiskey Bars;Nightlife;Breakfast & Brunch;Restaurants;Bars,zvt4oaYsCmDawDTLfC_HwQ,1_ZgkUK0kGgV-gcFViS5Rg,4
11152,T2jfXhvQPk9wLdt1OVV-Kg,"""Rose Street Brewery""",Edinburgh,Pubs;Whiskey Bars;Nightlife;Breakfast & Brunch;Restaurants;Bars,wTRkh6xCr-rD5YnfZwQ0Yg,Mqg4L8flJmg8pqeR-uYyRg,2
11154,T2jfXhvQPk9wLdt1OVV-Kg,"""Rose Street Brewery""",Edinburgh,Pubs;Whiskey Bars;Nightlife;Breakfast & Brunch;Restaurants;Bars,VuIfJOOyz-lFpafsoFBeJw,hhTEZQNODA7xPLYRy7Jkew,3
11160,T2jfXhvQPk9wLdt1OVV-Kg,"""Rose Street Brewery""",Edinburgh,Pubs;Whiskey Bars;Nightlife;Breakfast & Brunch;Restaurants;Bars,7gS5McbXN5f1fVc_zyih9g,Cy1PV2TdYeDFA16mUOlr3Q,2
11162,T2jfXhvQPk9wLdt1OVV-Kg,"""Rose Street Brewery""",Edinburgh,Pubs;Whiskey Bars;Nightlife;Breakfast & Brunch;Restaurants;Bars,Cb3gwfN-WtYa2sVFoQtoTQ,l8gCfUNUdO64TtIv71UUaA,3
11163,T2jfXhvQPk9wLdt1OVV-Kg,"""Rose Street Brewery""",Edinburgh,Pubs;Whiskey Bars;Nightlife;Breakfast & Brunch;Restaurants;Bars,bHS1bi4dKBfbdT7gEgQ2ZQ,nZ0q9O_u07tQ6vdVvSqRsQ,4
11166,T2jfXhvQPk9wLdt1OVV-Kg,"""Rose Street Brewery""",Edinburgh,Pubs;Whiskey Bars;Nightlife;Breakfast & Brunch;Restaurants;Bars,6vfNhIxIS9hLUG5terWDPA,oKdygoDX5CfDJeXzv_EVaw,1
11167,T2jfXhvQPk9wLdt1OVV-Kg,"""Rose Street Brewery""",Edinburgh,Pubs;Whiskey Bars;Nightlife;Breakfast & Brunch;Restaurants;Bars,-kytLgYrX7DKkBAlVA5ocw,xXQTdJXPGOP-NUYctcQw8g,3
11169,T2jfXhvQPk9wLdt1OVV-Kg,"""Rose Street Brewery""",Edinburgh,Pubs;Whiskey Bars;Nightlife;Breakfast & Brunch;Restaurants;Bars,wW_ECst28rwZZtZwd8pYfQ,OdUSlS-S6qfZFnDUCKzwEg,2
11171,T2jfXhvQPk9wLdt1OVV-Kg,"""Rose Street Brewery""",Edinburgh,Pubs;Whiskey Bars;Nightlife;Breakfast & Brunch;Restaurants;Bars,Qw8ml7tVX5eq_Ry3fiMqHQ,txzOZrHK9EVY0kYjSuXkKg,3
12942,AKhyVVdettT6M-ExhYKHdw,"""Baxters""",Edinburgh,Restaurants;Food;Coffee & Tea;Soup,TzYd_jHLuwLJ72h9RZWOog,CqkdpG2tkCPQA69umlAHsA,5
12944,AKhyVVdettT6M-ExhYKHdw,"""Baxters""",Edinburgh,Restaurants;Food;Coffee & Tea;Soup,Nk86qXnZe9Y93bsog5z5Rg,h_yuvACgAPnBL2FXiCF4Yg,3
12945,AKhyVVdettT6M-ExhYKHdw,"""Baxters""",Edinburgh,Restaurants;Food;Coffee & Tea;Soup,eA5th6ACEpc22JqMTX4_-Q,clcemNTSlJs3O7iv_Q7BFw,4
12946,AKhyVVdettT6M-ExhYKHdw,"""Baxters""",Edinburgh,Restaurants;Food;Coffee & Tea;Soup,PphEJK050r2lkqToLWsdbA,pw1Ss8M2_uiFfH4xDyKjtA,4
12948,AKhyVVdettT6M-ExhYKHdw,"""Baxters""",Edinburgh,Restaurants;Food;Coffee & Tea;Soup,yL1IuCUHFU7mMpqZyWG5SA,oKdygoDX5CfDJeXzv_EVaw,5
12949,AKhyVVdettT6M-ExhYKHdw,"""Baxters""",Edinburgh,Restaurants;Food;Coffee & Tea;Soup,RCpDkwyKB2oTG7tJrE_ktA,xXQTdJXPGOP-NUYctcQw8g,5
12950,AKhyVVdettT6M-ExhYKHdw,"""Baxters""",Edinburgh,Restaurants;Food;Coffee & Tea;Soup,BLJJh4iz_-D7ExH34omCIQ,o0WGr8L3BWfH2Bslpnqw6g,4
12951,AKhyVVdettT6M-ExhYKHdw,"""Baxters""",Edinburgh,Restaurants;Food;Coffee & Tea;Soup,fOdtklI-NmPEyWRvTeztaA,MsyysnjgKEnvg1fC9Q2OCw,5
16362,itnExCtgV-49SKgMs3M7kg,"""Chipotle Mexican Grill""",Medina,Restaurants;Mexican;Fast Food,q9GlQzV70tkZaxy6AQomPg,lAxqYsCgwdOQLZkG_RqcaQ,1
16367,itnExCtgV-49SKgMs3M7kg,"""Chipotle Mexican Grill""",Medina,Restaurants;Mexican;Fast Food,1PD40zoa8fvGpv8VQR2KoQ,vrC1d_ClcnkMqcZ7Tzsqmg,1
16373,itnExCtgV-49SKgMs3M7kg,"""Chipotle Mexican Grill""",Medina,Restaurants;Mexican;Fast Food,3uy5GuhoumTtFvEcn2OVCw,YUj1AIpzbnhUGlkO9iBxXA,5
18413,eSQt_QNjxNEYN3bF1fHbQg,"""Monster Mash""",Edinburgh,British;Cafes;Restaurants,Y5EcQAkHrXQrA14Qck5kDA,2WmGb0fKKv7qV4msEpvHcw,4
18414,eSQt_QNjxNEYN3bF1fHbQg,"""Monster Mash""",Edinburgh,British;Cafes;Restaurants,HV5fDunpzFKPCsN-R5Kugw,ySM2hhVvRKlEfgw9480yng,3
18416,eSQt_QNjxNEYN3bF1fHbQg,"""Monster Mash""",Edinburgh,British;Cafes;Restaurants,ENury7h6rTxK1jR7myvZvg,cqecqnFK2eu88VtKJLHpiA,4
18417,eSQt_QNjxNEYN3bF1fHbQg,"""Monster Mash""",Edinburgh,British;Cafes;Restaurants,dqbU-F0dgWmnbAB8PsEl0g,25vWgsIA4HMx9Ep-TSbdOw,4
18418,eSQt_QNjxNEYN3bF1fHbQg,"""Monster Mash""",Edinburgh,British;Cafes;Restaurants,pZvk4TBbiUksTUko4OfRCw,8ylLCne6ufPaNHmxF9clFg,4
18420,eSQt_QNjxNEYN3bF1fHbQg,"""Monster Mash""",Edinburgh,British;Cafes;Restaurants,V8pBS2yK5qOPj_hE-XV36A,0CptBiovyRGXJDQxKL-aww,3
18421,eSQt_QNjxNEYN3bF1fHbQg,"""Monster Mash""",Edinburgh,British;Cafes;Restaurants,qFC38tSLnFVRK5qnoPqGHQ,vQnR9L9HILjw4PgWB8q1cQ,4
18422,eSQt_QNjxNEYN3bF1fHbQg,"""Monster Mash""",Edinburgh,British;Cafes;Restaurants,TtHFm0qPOMPvRBMlmBW2OQ,dIAHvx0I8T1OVNlgt2paVA,3
18424,eSQt_QNjxNEYN3bF1fHbQg,"""Monster Mash""",Edinburgh,British;Cafes;Restaurants,t8Sw8-NbvQpEwOIkfPbqVw,oAWDgPCwFuLYphdo6eumZw,4
18425,eSQt_QNjxNEYN3bF1fHbQg,"""Monster Mash""",Edinburgh,British;Cafes;Restaurants,GC2O7Hen3Ju_HEvvWqpzlg,9pT2y3XKs0Iq9Wq_FWnnkA,5
18428,eSQt_QNjxNEYN3bF1fHbQg,"""Monster Mash""",Edinburgh,British;Cafes;Restaurants,wq_ZSbllD7r7F9unpDOZFQ,IjzzUtnvNyNWlUrAjPWcvg,4
18430,eSQt_QNjxNEYN3bF1fHbQg,"""Monster Mash""",Edinburgh,British;Cafes;Restaurants,MLsYrHBpbaku4vAEdF9j3w,WLE_sZQm2k0yE1rmStp_Eg,4
18431,eSQt_QNjxNEYN3bF1fHbQg,"""Monster Mash""",Edinburgh,British;Cafes;Restaurants,uzsMilozioxCenzyXbVMmw,W-lYhvYHboN3qAU-MyaOWg,5
18432,eSQt_QNjxNEYN3bF1fHbQg,"""Monster Mash""",Edinburgh,British;Cafes;Restaurants,mb8Ejz2hkUVECfL-Z4VgvQ,Bp6bMTGC8qUxT2A8DC37Cg,5
18434,eSQt_QNjxNEYN3bF1fHbQg,"""Monster Mash""",Edinburgh,British;Cafes;Restaurants,AoRfypWQzwFaFPOFnU_CcA,GbrjLXBt14r_5QxJh25U_Q,4
18435,eSQt_QNjxNEYN3bF1fHbQg,"""Monster Mash""",Edinburgh,British;Cafes;Restaurants,fQklr216vBkqORqdZXvFfA,hnzGNcqwSZ60nkZRytlubg,4
30236,UqcK-YuHPzcWQtNjmhTb7g,"""The Other Place""",Edinburgh,Restaurants;Brasseries;Pubs;Nightlife;Bars;Gastropubs;Scottish,963sFBEfL_LH-UKC4NYEbg,G1NhKQuCe20rKoRq4uGsKg,4
30238,UqcK-YuHPzcWQtNjmhTb7g,"""The Other Place""",Edinburgh,Restaurants;Brasseries;Pubs;Nightlife;Bars;Gastropubs;Scottish,jF2GedNTOcYbxEkTEDawXg,Mqg4L8flJmg8pqeR-uYyRg,3
30239,UqcK-YuHPzcWQtNjmhTb7g,"""The Other Place""",Edinburgh,Restaurants;Brasseries;Pubs;Nightlife;Bars;Gastropubs;Scottish,MowP30ZoTFzbnFWnJ-oOfw,PQq5JGWvr0u_IKDXZyDAgA,3
30240,UqcK-YuHPzcWQtNjmhTb7g,"""The Other Place""",Edinburgh,Restaurants;Brasseries;Pubs;Nightlife;Bars;Gastropubs;Scottish,mBN3EDzNVMQkr6TPrnVFow,Z_xbO-Iaxbx-ZRPhLJK-Ew,4
30242,UqcK-YuHPzcWQtNjmhTb7g,"""The Other Place""",Edinburgh,Restaurants;Brasseries;Pubs;Nightlife;Bars;Gastropubs;Scottish,ZV7vgsHfawSPIj8KWSpMvQ,Q7h9I9Vam0B00SPFc0aQCg,3
30244,UqcK-YuHPzcWQtNjmhTb7g,"""The Other Place""",Edinburgh,Restaurants;Brasseries;Pubs;Nightlife;Bars;Gastropubs;Scottish,-nv-lQ9hqGHpig1ntJmTFQ,J6E6NSpJqMBib9ydbchicg,4
30245,UqcK-YuHPzcWQtNjmhTb7g,"""The Other Place""",Edinburgh,Restaurants;Brasseries;Pubs;Nightlife;Bars;Gastropubs;Scottish,mP4RM6U2mEOmakjcNrmOaA,4UQfst9jve4GCSfWpWn2uA,3
30248,UqcK-YuHPzcWQtNjmhTb7g,"""The Other Place""",Edinburgh,Restaurants;Brasseries;Pubs;Nightlife;Bars;Gastropubs;Scottish,1mIxpeKYuhDX05IqGHx5vA,l8gCfUNUdO64TtIv71UUaA,2
30249,UqcK-YuHPzcWQtNjmhTb7g,"""The Other Place""",Edinburgh,Restaurants;Brasseries;Pubs;Nightlife;Bars;Gastropubs;Scottish,OE8aRhOBpx7U4o57CR_bCg,9RGIvzCGHp8ELF_JgAlbZA,4
30250,UqcK-YuHPzcWQtNjmhTb7g,"""The Other Place""",Edinburgh,Restaurants;Brasseries;Pubs;Nightlife;Bars;Gastropubs;Scottish,1F2dfzzkoUrVzAPh64LF8A,eBVFtdxqTGdogezZ98HUsQ,4
30252,UqcK-YuHPzcWQtNjmhTb7g,"""The Other Place""",Edinburgh,Restaurants;Brasseries;Pubs;Nightlife;Bars;Gastropubs;Scottish,AM92X6IogZBH7VzhRbH9RA,t0lb4ZHHAAt1K10bjXIATg,5
30253,UqcK-YuHPzcWQtNjmhTb7g,"""The Other Place""",Edinburgh,Restaurants;Brasseries;Pubs;Nightlife;Bars;Gastropubs;Scottish,wlMJnEvi4sA2_u3W8EM72Q,utRlrauZEOF_2kASsIoJ7A,4
30255,UqcK-YuHPzcWQtNjmhTb7g,"""The Other Place""",Edinburgh,Restaurants;Brasseries;Pubs;Nightlife;Bars;Gastropubs;Scottish,G51Yun45QPATOsYrVUFbeQ,txzOZrHK9EVY0kYjSuXkKg,3
30256,UqcK-YuHPzcWQtNjmhTb7g,"""The Other Place""",Edinburgh,Restaurants;Brasseries;Pubs;Nightlife;Bars;Gastropubs;Scottish,7wr1cWhiU-5CAsHb0AHL6A,CD-cuKfj2wybw2DDQbp5Wg,4
33732,JKis0v-LqK_u0p4SVhJNDw,"""Herbie West End""",Edinburgh,Food;Coffee & Tea;Sandwiches;Delis;Restaurants,fvKKckCF7R-uWijFEL4BCw,VPZ0UYhVW2ZkdT-mMQ4KLQ,5
33733,JKis0v-LqK_u0p4SVhJNDw,"""Herbie West End""",Edinburgh,Food;Coffee & Tea;Sandwiches;Delis;Restaurants,tOwj6zhHjNouuC8_EibO0A,UvIb5v3biEgcxWKnxf0ocg,4
33734,JKis0v-LqK_u0p4SVhJNDw,"""Herbie West End""",Edinburgh,Food;Coffee & Tea;Sandwiches;Delis;Restaurants,TEBXdTyjZYYYo2J6LZk6eQ,5Mujjzv-ZH6HhxT-hWCpVg,4
33735,JKis0v-LqK_u0p4SVhJNDw,"""Herbie West End""",Edinburgh,Food;Coffee & Tea;Sandwiches;Delis;Restaurants,t0FEiUNq2gfDWB44VIqC7g,utRlrauZEOF_2kASsIoJ7A,4
33736,JKis0v-LqK_u0p4SVhJNDw,"""Herbie West End""",Edinburgh,Food;Coffee & Tea;Sandwiches;Delis;Restaurants,o2V8EJ55QyS3ka8tFy8v9g,fKi8ZF3xpJJkgSusRubeMA,4
34261,IaU1D197YBGko9CuKNi9gw,"""Subway""",Edinburgh,Restaurants;Sandwiches;Fast Food,kQfP7hIoVpqqoiwmGxBxvQ,E7UTVunQLtiTnGYBlUQFDg,3
34262,IaU1D197YBGko9CuKNi9gw,"""Subway""",Edinburgh,Restaurants;Sandwiches;Fast Food,HL9oh7Xni9P0ZpcPBJxK6w,0rMkjnsRm82lOhyQH_3enQ,5
34264,IaU1D197YBGko9CuKNi9gw,"""Subway""",Edinburgh,Restaurants;Sandwiches;Fast Food,kVSsFTPJBLv8nlvJheLZ_w,Yf2t36x-1bc29QHNMz7NnA,4
35702,1AYE97AIgg7j8mr92rwswA,"""Taj Express""",Edinburgh,Restaurants;Indian,2js-iJYbsAQrvg9J-oBMPw,clcemNTSlJs3O7iv_Q7BFw,5
35703,1AYE97AIgg7j8mr92rwswA,"""Taj Express""",Edinburgh,Restaurants;Indian,Orl3mNmm4P8IzcybpXt-Ew,hutJzKEYHuVq6CP-XSARgg,5
35704,1AYE97AIgg7j8mr92rwswA,"""Taj Express""",Edinburgh,Restaurants;Indian,UHlJ8au1RpgAQSthQvbcPA,GN3wBXDaLLmY6Oitfy3T8g,4
36456,kbP2OqaNJMK0L3J_FU5nlg,"""George Street Bar and Grill""",Edinburgh,Vegetarian;Restaurants;British;Steakhouses,buvbuS6NlVAPh6OyrySo1Q,bJ5CG5cBguo09dqLFTyHjw,3
36460,kbP2OqaNJMK0L3J_FU5nlg,"""George Street Bar and Grill""",Edinburgh,Vegetarian;Restaurants;British;Steakhouses,iGts5CGQKqfnsvZ7LhDtOw,LURC3E0DoXYgN9aYTF3XOg,3
36903,5P7wNc00AXaCMDss69_avg,"""Hunter's Tryst""",Edinburgh,Restaurants;Gastropubs;British,41qGkWWeia3Hu2v-Yh-lqg,Yf2t36x-1bc29QHNMz7NnA,4
36908,5P7wNc00AXaCMDss69_avg,"""Hunter's Tryst""",Edinburgh,Restaurants;Gastropubs;British,DhVlofEMyFocbR_JKMBaUQ,RBvR8MoGAoxeLlm_ajTYgg,2
37176,_FgODqQclua0klHLsFBmMg,"""Deep Sea Carry-Out""",Edinburgh,Fish & Chips;Restaurants,sWynScz0ZUcEbiMhdVb4fw,IY8cvV2SQuhJjKhRW68tFw,5
37181,_FgODqQclua0klHLsFBmMg,"""Deep Sea Carry-Out""",Edinburgh,Fish & Chips;Restaurants,7T1Chic72Pg2mMg_fj4c2Q,yfXqZkU5iXE07GSHzdsQBA,5
37182,_FgODqQclua0klHLsFBmMg,"""Deep Sea Carry-Out""",Edinburgh,Fish & Chips;Restaurants,-uLWsWSH_lfUd7Qd9fx2Aw,9nUtGoOnZMPlZdUQV_aqTA,5
37185,_FgODqQclua0klHLsFBmMg,"""Deep Sea Carry-Out""",Edinburgh,Fish & Chips;Restaurants,AwXaZu31a9dbDpTkb9-VIQ,oEshN5oq98_g23MvEnRc5A,5
37186,_FgODqQclua0klHLsFBmMg,"""Deep Sea Carry-Out""",Edinburgh,Fish & Chips;Restaurants,JB8fMlF-irJ6W-GJKq8rYA,zUXTdPXno9-V_LVXOGa2sw,5
38068,BQkfjQlvnaqHKSZuBAQflQ,"""Bay Of Bengal""",Edinburgh,Pakistani;Vegetarian;Restaurants;Indian,HzoWm4k6Fqz6ROxKypwQWA,Cy1PV2TdYeDFA16mUOlr3Q,2
38069,BQkfjQlvnaqHKSZuBAQflQ,"""Bay Of Bengal""",Edinburgh,Pakistani;Vegetarian;Restaurants;Indian,l5nJ35HoTqRgYFHEXxvc9g,OdUSlS-S6qfZFnDUCKzwEg,2
39033,pulzr7A652UeikB_6qiSSw,"""Javit's Takeaway""",Edinburgh,Restaurants;Fast Food,uC4dsN68rh_KVxDMV7A-OA,EWNjX2eqSWi5xHZ-iRR7QA,5
39036,pulzr7A652UeikB_6qiSSw,"""Javit's Takeaway""",Edinburgh,Restaurants;Fast Food,eP3OTDD9mQgQ1hc5miIp2Q,EEGwVe2yuihxIrAoSbmnBA,3
39037,pulzr7A652UeikB_6qiSSw,"""Javit's Takeaway""",Edinburgh,Restaurants;Fast Food,5PYkRsB0zjOPNsIDSYBlqg,Ga9DnmdmhE0Zzs_jRtmrfA,3
39038,pulzr7A652UeikB_6qiSSw,"""Javit's Takeaway""",Edinburgh,Restaurants;Fast Food,trK3kkdYnRYueZXcwVdKrQ,7W6qj6dMdUBIK0J3aY3_oA,5
41772,9pUBqtJzAtM0KsKt45u0Ug,"""Snax""",Edinburgh,Fast Food;Restaurants,jGicUSXAM7As8krjJSwrKA,N3J-41OHb87d-d395bMDmQ,4
41774,9pUBqtJzAtM0KsKt45u0Ug,"""Snax""",Edinburgh,Fast Food;Restaurants,PFkmiyb5PC9WCxaBG-NvjA,6Rb1cZiuhBPILcHxfbInig,4
45555,1ZzE1R_8q-DbDX6fCux4pg,"""Eighty Queen Street""",Edinburgh,Bars;British;Nightlife;Restaurants;Pubs,v-1zfc2YVseu1GoyxW8hxQ,uop7sZaxJEQInWQTrQCplA,3
45556,1ZzE1R_8q-DbDX6fCux4pg,"""Eighty Queen Street""",Edinburgh,Bars;British;Nightlife;Restaurants;Pubs,Wyyu2s6g6clNdeubEaxtFg,rJi2YPK6uj4FtE8R7OFQcA,2
45559,1ZzE1R_8q-DbDX6fCux4pg,"""Eighty Queen Street""",Edinburgh,Bars;British;Nightlife;Restaurants;Pubs,lO7XPiX9mkISzwsS0SRs-A,9nUtGoOnZMPlZdUQV_aqTA,3
45560,1ZzE1R_8q-DbDX6fCux4pg,"""Eighty Queen Street""",Edinburgh,Bars;British;Nightlife;Restaurants;Pubs,Wu_HzIZkfdYTPvfxRXq1_w,6QcNJ32uL1FPdCpaZceepA,4
50531,3PBtdSIyhMmxwPt7yHN9AA,"""Sala Cafe Bar""",Edinburgh,Restaurants;Nightlife;Food;Cafes;Bars;Gay Bars;Coffee & Tea,0GwTnz24AHxXIlGad9_OHA,1_ZgkUK0kGgV-gcFViS5Rg,5
50533,3PBtdSIyhMmxwPt7yHN9AA,"""Sala Cafe Bar""",Edinburgh,Restaurants;Nightlife;Food;Cafes;Bars;Gay Bars;Coffee & Tea,t6kOX6THjcMPOduy6Itewg,_aTB-LS7NqzRTljtJjlpew,4
56606,vMkEiN96N2sv_Wla9xFsNQ,"""The Deli""",Edinburgh,Delis;Restaurants,3oWhUjLYYQVD1aEugTHPAg,clcemNTSlJs3O7iv_Q7BFw,4
56607,vMkEiN96N2sv_Wla9xFsNQ,"""The Deli""",Edinburgh,Delis;Restaurants,4cvCybAaJr9bMzUtw2kxHg,yfXqZkU5iXE07GSHzdsQBA,4
57272,dgStCncJmIUd5BA8eYAsSQ,"""Caffe Piccolo""",Edinburgh,Cafes;Restaurants,dSdK6omT82qFgv7F5dMSJQ,bcxcQhp0sKYd9eUnEVUzPA,4
